"Dataset_ID","Site_Name","Latitude","Longitude","Elevation","Continent","Pollen.based.Reconstruction","MPI.ESM_GLAC1D","MPI.ESM_ICE6G","CLIMBER.X_GLAC1D","CLIMBER.X_ICE6G","TRACE.21K.I_ICE5G","TRACE.21K.II_ICE5G"
4435,"Slopiec",50.78295,20.77591,248,"Europe",3,3,3,3,3,6,4
4436,"Sluggan Moss",54.77694,-6.25833,52,"Europe",3,3,3,3,7,6,6
4437,"Moselotte",48.03194,7,1290,"Europe",3,3,3,3,6,6,3
4441,"Le Marais de la Perge (South)",45.3825,-1.115,2,"Europe",3,3,3,3,7,3,3
4442,"Sögüt Gölü",36.9975,29.89833,1400,"Europe",3,7,7,6,7,7,7
4443,"Solnechnoe",65.83333,34.33333,10,"Europe",4,4,4,4,4,8,6
4445,"Lake Solsø",56.12846,8.61341,41,"Europe",3,4,3,4,7,6,4
4461,"Saint-Thomas",47.26861,-1.75,56,"Europe",8,3,3,3,7,3,3
4462,"Stupino",52.25,39.83333,95,"Europe",4,3,3,3,3,4,4
4463,"Saint Viaud Cantin",47.265,-2.01667,2,"Europe",3,6,3,3,7,6,6
4466,"Sudoble Lake",54.03333,28.1,165,"Europe",3,3,3,3,3,4,4
4467,"Suho ezero II",42.06517,23.56001,1900,"Europe",3,6,3,6,6,6,6
4468,"Suovalampi",69.603,28.83694,104,"Europe",4,6,6,4,4,8,8
4469,"Svatobořice-Mistřín",48.94393,17.06935,174,"Europe",3,3,3,3,3,4,4
4472,"Syrjälänsuo",61.21667,28.11667,83,"Europe",4,4,4,4,4,8,4
4473,"Szymbark",49.63333,21.1,465,"Europe",3,3,3,6,6,6,4
4481,"Teguldet",57.33333,88.16667,150,"Asia",4,4,4,3,3,8,6
4482,"Tenaghi Philippon",40.96361,24.26277,10,"Europe",3,6,3,6,6,6,6
4483,"Delta del Rio Besos",41.40528,2.248333,0,"Europe",3,3,6,6,6,6,6
4484,"Thorpe Bulmer",54.71194,-1.2988,100,"Europe",3,3,3,3,3,4,4
4492,"Puerto de Los Tornos",43.15,-3.43333,920,"Europe",3,3,6,6,6,3,3
4498,"Tullerinsuo",61.3398,21.95107,29,"Europe",4,4,4,4,4,8,4
4501,"Grosses Überlinger Schattseit-Moor",47.17222,13.9,1750,"Europe",3,3,3,3,6,4,4
4505,"Ust'Mashevskoe",56.31667,57.88333,220,"Asia",4,4,4,3,3,8,4
4517,"Vernéřovice",50.60464,16.21324,450,"Europe",3,3,3,3,3,4,4
4527,"Vracov",48.97805,17.20026,192,"Europe",3,3,3,3,3,4,4
4532,"Wiggenhall St. Germans",52.69278,0.339444,1,"Europe",3,3,3,3,7,4,4
4533,"Willingham Mere",52.34115,0.05522,2,"Europe",3,3,3,3,7,4,4
4539,"Ylimysneva",62.13333,22.86667,172,"Europe",4,4,4,4,4,8,4
4541,"Zalozhtsy",49.75,25.45,320,"Europe",3,3,3,6,6,6,4
4545,"Zbudovská blata",49.07398,14.34743,380,"Europe",3,3,3,3,6,4,4
4549,"Zirbenwaldmoor",46.85833,11.025,2150,"Europe",4,3,3,3,6,4,4
4558,"Dead Frog Pond",42.57444,-72.5086,80,"North America",3,3,3,2,2,4,6
12023,"Ría Lagartos",21.5661,-88.0865,3,"North America",1,1,1,1,1,7,7
13029,"Sharkey Lake",44.5924,-93.4132,305,"North America",3,3,3,3,3,4,4
13032,"Kimble Pond",44.21895,-93.8402,311,"North America",3,3,3,3,3,7,7
13047,"Irwin Smith Bog",45.0265,-83.61,223,"North America",3,3,3,3,3,4,4
13051,"West Olaf Lake",46.5986,-96.1868,393,"North America",3,3,3,3,3,4,4
13053,"Hoya San Nicolás",20.3882,-101.256,1702,"North America",2,6,5,7,7,6,6
13060,"Adeline Lake",46.30235,-91.166,418,"North America",3,3,3,3,3,4,4
13069,"Elevenses Lake",46.3815,-91.4935,355,"North America",3,3,3,3,3,4,4
13071,"Eska Lake",45.19145,-90.608,443,"North America",3,3,3,3,3,4,4
13073,"Fallison Lake",45.9915,-89.6208,501,"North America",3,3,3,3,3,4,4
13097,"Glimmerglass Lake",46.21517,-89.3208,522,"North America",3,3,3,3,3,4,4
14110,"Kelly's Lough",52.95853,-6.42574,585,"Europe",3,3,3,3,7,6,6
14134,"Iwaya site",35.51763,135.8867,20,"Asia",3,6,6,2,7,2,2
14177,"Clara Bog",53.32062,-7.63069,59,"Europe",3,3,3,3,7,6,6
14264,"Laguna Granja",-13.2629,-63.7099,138,"South America",1,3,3,1,1,1,1
14266,"Laguna Orícore",-13.3448,-63.5242,139,"South America",1,3,3,1,1,1,1
14270,"Bass Lake",45.19932,-94.8787,361,"North America",3,3,3,3,3,4,4
14274,"Brackloon Lough",53.76021,-9.56165,100,"Europe",3,3,3,3,7,6,6
14276,"Ballyduff",53.08225,-7.99204,60,"Europe",3,3,3,3,7,6,6
14278,"Camillan Wood",52.01836,-9.53218,24,"Europe",3,3,3,3,7,6,6
14289,"Lough Camclaun",52.19509,-10.1656,233,"Europe",3,3,3,3,7,6,6
14291,"Reenadinna Wood",52.00749,-9.53339,20,"Europe",3,3,3,3,7,6,6
14370,"Linsley Pond",41.31712,-72.7843,9,"North America",3,3,3,2,2,4,6
14446,"Hell Hole Lake",45.78657,-92.219,298,"North America",3,3,3,3,3,4,4
14491,"Browns Island",38.04217,-121.868,0,"North America",6,6,6,6,6,6,6
14494,"Roe Island",38.0723,-122.033,0,"North America",6,3,3,6,6,6,4
14498,"Dog Lake",50.78055,-115.93,1183,"North America",4,4,4,4,4,8,4
14510,"Derrycunihy Wood",51.96283,-9.58186,112,"Europe",3,3,3,3,7,6,6
14512,"Cornaher Lough",53.36567,-7.41256,65,"Europe",3,3,3,3,7,6,6
14523,"Lough Anaffrin",53.95335,-9.72314,184,"Europe",3,3,3,3,7,6,6
14525,"Lough Clevala",54.04048,-9.43477,73,"Europe",3,3,3,3,7,6,6
14527,"Lough Corslieve",54.05008,-9.639,320,"Europe",3,3,3,3,7,6,6
14535,"Lily Lake",44.19291,-93.6398,311,"North America",3,3,3,3,3,7,7
14537,"Kelly-Dudley Lake",44.35444,-93.3659,320,"North America",3,3,3,3,3,7,7
14539,"Martha Lake",45.14181,-93.7392,296,"North America",3,3,3,3,3,4,4
14549,"Lowder Creek Bog",37.67214,-112.792,3127,"North America",3,3,6,6,6,6,6
14554,"Brackloon Wood",53.75884,-9.55729,100,"Europe",3,3,3,3,7,6,6
14556,"Sheheree Bog",52.04027,-9.48088,61,"Europe",3,3,3,3,7,6,6
14558,"Kilcurley Wood",53.39081,-7.66157,64,"Europe",4,3,3,3,7,6,6
14560,"Pedrido",43.45155,-7.0625,770,"Europe",3,6,6,3,3,3,3
14562,"Slish Lake",54.2439,-8.37187,48,"Europe",3,3,3,3,7,6,6
14564,"Uragh Wood",51.80281,-9.68578,95,"Europe",3,3,3,3,7,6,6
14612,"Hurleg Lake",37.27446,96.90074,2817,"Asia",6,8,6,8,8,6,4
14614,"Bates Marsh",42.34272,-81.8447,175,"North America",3,3,3,3,3,6,7
14619,"Zoige Basin",33.45,102.6333,3467,"Asia",6,4,4,7,7,4,4
14624,"Big Reed Pond Hollow",46.35065,-69.0517,370,"North America",3,3,3,3,6,4,6
14626,"Minnreg",44.69339,-93.3212,297,"North America",3,3,3,3,3,4,4
14631,"Amber Lake",43.60715,-94.4736,351,"North America",3,3,3,3,3,7,7
14633,"Camp Lake",45.16204,-94.0929,315,"North America",3,3,3,3,3,4,4
14635,"Crystal Lake",44.33349,-93.2121,351,"North America",3,3,3,3,3,7,7
14637,"Fish Lake",44.22954,-93.6654,312,"North America",3,3,3,3,3,7,7
14639,"Fish Lake (Sc)",44.65102,-93.4605,288,"North America",3,3,3,3,3,4,4
14641,"Eagle Lake",44.80876,-93.9344,296,"North America",3,3,3,3,3,4,4
14643,"Lake Emily, Northeast Basin",44.3138,-93.9144,296,"North America",3,3,3,3,3,7,7
14645,"Fuller Lake",45.4217,-94.0755,290,"North America",3,3,3,3,3,4,4
14648,"Tianchi Lake",35.26468,106.3088,2430,"Asia",3,3,3,6,6,4,4
14650,"San Luis Lake",37.67773,-105.725,2293,"North America",3,6,6,7,7,6,6
14674,"Blackwoods Hollow",44.3132,-68.2236,30,"North America",3,3,3,2,2,4,4
14676,"Buckley Pond Hollow",46.33482,-69.0494,360,"North America",3,3,3,3,6,4,6
14678,"Isle au Haut North Hollow",44.0651,-68.6354,75,"North America",3,3,3,2,2,4,4
14680,"Isle au Haut South Hollow",44.03183,-68.6304,65,"North America",3,3,3,2,2,4,4
14682,"Roque Island Hollow",44.57308,-67.5307,20,"North America",3,3,3,2,2,4,6
14684,"Schoodic Peninsula Hollow",44.37328,-68.0726,10,"North America",3,3,3,2,2,4,4
14792,"Yahoo Lake",47.67692,-124.019,709,"North America",4,3,3,3,3,4,4
14794,"Two Frog Lake",51.1066,-127.534,4,"North America",4,3,3,4,4,4,4
14797,"South Bog",44.71756,-67.2029,35,"North America",3,3,3,2,2,4,6
14799,"Siesta Lake",37.8505,-119.66,2430,"North America",3,6,6,6,6,6,6
14803,"Burnt Knob Lake",45.70695,-114.983,2250,"North America",4,4,4,3,3,4,4
14884,"Baker Lake",45.89173,-114.263,2300,"North America",4,4,3,3,3,4,4
14911,"Hoodoo Lake",46.32024,-114.652,1787,"North America",4,4,4,3,3,4,4
14921,"Brass Tarn",-5.78747,145.0432,3910,"Indopacific",1,1,1,1,7,1,1
14923,"Pintler Lake",45.84056,-113.44,1921,"North America",4,4,3,3,3,4,4
14925,"Upper Soper Lake",62.91475,-69.8791,0,"North America",3,6,6,3,4,8,8
14928,"Prien Lake",30.19221,-93.2794,0,"North America",2,2,5,2,2,2,2
14933,"Nelson Lake",46.2287,-85.3803,251,"North America",3,3,3,3,3,4,4
14935,"Moose Lake",47.88369,-123.351,1544,"North America",4,3,3,3,3,4,4
14938,"Martins Lake",47.71292,-123.533,1415,"North America",4,3,3,3,3,4,4
14941,"Ijomba",-4.02063,137.2169,3630,"Indopacific",1,1,1,1,1,1,1
14944,"Fracas Lake",36.6307,-112.239,2512,"North America",3,6,6,6,6,6,6
14951,"Bear Lake",36.37113,-112.147,2778,"North America",3,6,6,6,6,6,6
14955,"Lake Arthur",30.05034,-92.7095,1,"North America",2,2,5,2,2,2,2
14959,"Eagle Tarn",-42.6799,146.5912,1033,"Indopacific",3,3,3,2,2,6,3
14972,"Sundown Swamp",-41.1267,144.6746,5,"Indopacific",2,3,3,2,2,6,3
14997,"Round Pond",41.97078,-70.0103,4,"North America",3,3,3,2,2,4,6
14999,"Deep Pond",41.73913,-69.9921,23,"North America",3,3,3,2,2,4,6
15003,"Icehouse Pond",41.798,-69.9606,19,"North America",3,3,3,2,2,4,6
15005,"Rotten Swamp",-35.707,148.8864,1445,"Indopacific",2,6,7,6,6,6,6
15007,"Eagle Pond",41.6982,-70.1361,11,"North America",3,3,3,2,2,4,6
15009,"Jemima Pond",41.82961,-69.9847,3,"North America",3,3,3,2,2,4,6
15020,"Sandy Hill Pond",41.68999,-70.3641,16,"North America",3,3,3,2,2,4,6
15022,"Fresh Pond",41.59412,-70.5328,7,"North America",3,3,3,2,2,4,6
15032,"Mud Lake (Ho)",47.12942,-88.317,189,"North America",3,3,3,3,3,4,4
15059,"Granta Pools",-41.5079,146.3847,685,"Indopacific",3,3,3,2,2,6,3
15061,"Laguna del Cóndor",-42.3502,-71.2888,818,"South America",3,3,3,3,3,3,3
15074,"Mumbo Lake",41.19098,-122.511,1860,"North America",3,3,3,6,6,4,6
15088,"Anderson Pond",36.03015,-85.5013,303,"North America",3,6,6,2,2,6,7
15099,"Iztapa",13.95191,-90.6597,4,"North America",1,1,1,1,7,6,6
15101,"Lago Mosquito",-42.4887,-71.3971,556,"South America",3,3,3,3,3,3,3
15103,"Lago Huala Hué",-41.5107,-71.5071,849,"South America",3,3,3,3,3,3,3
15106,"Lake Emma",37.90211,-107.615,3740,"North America",3,6,6,7,7,6,6
15115,"Laguna Padre Laguna",-41.3596,-71.5088,880,"South America",3,3,3,3,3,3,3
15130,"Lago Theobald",-43.436,-71.5613,640,"South America",3,3,3,3,3,3,3
15132,"Laguna el Trébol",-41.0703,-71.4935,758,"South America",4,3,3,3,3,3,3
15136,"Devils Lake, Creel Bay",48.0859,-98.9294,443,"North America",3,3,3,3,3,4,4
15138,"Jones Lake",49.45025,-99.2891,409,"North America",3,3,3,3,3,6,6
15140,"Mallard Pond",51.2878,-101.325,568,"North America",3,3,3,3,3,6,6
15142,"Makepeace Cedar Swamp",41.93619,-70.7574,40,"North America",3,3,3,2,2,4,6
15146,"Makepeace Cedar Swamp",41.93619,-70.7574,40,"North America",3,3,3,2,2,4,6
15157,"Code Lake",67.15792,-151.86,250,"North America",4,8,8,4,4,8,8
15185,"Ruppert Lake",67.07084,-154.245,230,"North America",4,8,8,4,4,8,8
15189,"Xindi Lake",67.11124,-152.491,240,"North America",4,8,8,4,4,8,8
15191,"Fort Bragg (core PAW2)",35.17355,-79.0898,54,"North America",3,6,6,2,2,6,6
15197,"Laguna Pompal",18.37615,-94.9556,730,"North America",1,1,1,1,1,7,7
15201,"Lost Park",39.2949,-105.538,3079,"North America",4,6,6,7,7,6,6
15207,"Chesapeake Bay (MD99-2208)",38.53722,-76.4864,0,"North America",3,6,6,2,2,6,6
15209,"Chesapeake Bay (MD99-2209)",38.88611,-76.3944,0,"North America",3,6,6,2,2,6,6
15211,"Chesapeake Bay (PTMC3-2)",38.02667,-76.2197,0,"North America",3,6,6,2,2,6,6
15214,"Big Lake",51.66862,-121.454,1029,"North America",4,4,6,4,4,8,4
15221,"Caddo Creek (Core 1)",32.04361,-95.5052,101,"North America",3,2,5,2,2,2,2
15223,"Caddo Creek (Core 3)",32.04592,-95.5062,101,"North America",3,2,5,2,2,2,2
15242,"Cowles Bog",41.6355,-87.0945,184,"North America",3,3,3,3,3,7,7
15244,"Pinhook Bog",41.61499,-86.8467,243,"North America",3,3,3,3,3,7,7
15247,"Laguna de Pacucha",-13.6123,-73.3183,3110,"South America",1,3,5,7,7,1,3
15259,"Harberton",-54.8707,-67.2967,20,"South America",8,4,4,4,7,3,3
15276,"Cassiope Pond",50.16663,-127.752,550,"North America",4,3,3,4,4,4,4
15284,"Tiny Lake",51.19438,-127.382,6,"North America",4,3,3,4,4,4,4
15286,"West Hawk Lake",49.76341,-95.1917,330,"North America",3,3,3,3,3,6,6
15288,"Pyrola Lake",50.1832,-127.698,506,"North America",4,3,3,4,4,4,4
15290,"Jacksons Bog",-37.1079,149.1378,750,"Indopacific",2,6,7,6,6,6,6
15292,"Byron-Bergen Swamp (Site 2)",43.09816,-78.0027,180,"North America",3,3,3,3,3,4,7
15294,"Long Lake",44.98885,-93.5564,288,"North America",3,3,3,3,3,4,4
15296,"Byron-Bergen Swamp (Site 1)",43.09791,-78.0145,180,"North America",3,3,3,3,3,4,7
15302,"Emrick Lake",43.80016,-89.5943,270,"North America",3,3,3,3,3,7,6
15306,"Rio Rubens Bog",-52.0371,-71.8761,220,"South America",8,4,4,4,4,3,3
15309,"East Soldier Lake",46.34668,-84.8576,272,"North America",3,3,3,3,3,4,4
15323,"Berendon Fen",56.24278,-130.055,794,"North America",4,6,6,4,4,8,8
15325,"Black Gum Swamp",42.5375,-72.1829,358,"North America",3,3,3,2,2,4,6
15331,"Mallin Pollux",-45.6886,-71.8379,640,"South America",8,4,4,4,4,3,3
15350,"Balsam Lake",42.02879,-74.6042,762,"North America",3,3,3,2,2,4,7
15356,"Stewart Bog",35.832,-105.722,3115,"North America",3,6,6,7,7,6,6
15359,"Spillway Pond",56.23998,-130.069,852,"North America",4,6,6,4,4,8,8
15363,"Aronow Bog",30.145,-95.5745,50,"North America",2,2,5,2,2,2,2
15366,"Laguna de Chochos",-7.6351,-77.4747,3285,"South America",1,1,5,7,7,1,3
15368,"Blue Lake Wetlands",40.49996,-114.031,1297,"North America",8,3,6,6,6,6,6
15371,"Ridge and Slough (02-05-20-13)",26.102,-80.7375,2,"North America",2,2,5,1,7,2,2
15377,"Ridge and Slough (02-05-20-14)",26.1025,-80.736,2,"North America",2,2,5,1,7,2,2
15385,"Flycatcher Basin",41.015,-121.573,924,"North America",3,3,3,6,6,6,4
15396,"Las Flores Arroyo",33.291,-117.461,6,"North America",6,6,6,5,7,6,6
15399,"Long Last Lake",61.564,-137.229,985,"North America",4,8,8,4,8,8,8
15403,"Deep Lake",47.68381,-95.3984,410,"North America",3,3,3,3,3,4,4
15406,"Jan Lake",63.56466,-143.918,503,"North America",4,8,8,4,4,8,8
15408,"Nichols Meadow",37.4235,-119.579,1515,"North America",3,6,6,6,6,6,6
15413,"Paradox Lake",60.62288,-150.759,81,"North America",4,6,6,4,4,8,8
15415,"Cootes Paradise Marsh",43.2765,-79.9075,72,"North America",3,3,3,3,3,4,7
15417,"Rasberry Bog",57.4844,-130.829,802,"North America",4,6,6,4,4,8,8
15420,"Pyramid Lake",58.89215,-129.834,1439,"North America",4,6,6,4,4,8,8
15462,"Bass Pond",50.71505,-57.3744,8,"North America",4,4,4,3,3,8,4
15487,"Cowden Lake",43.35538,-85.3568,279,"North America",3,3,3,3,3,7,7
15489,"Ferry Lake",46.013,-92.125,290,"North America",3,3,3,3,3,4,4
15492,"Hicks Lake",44.02276,-85.2833,379,"North America",3,3,3,3,3,7,7
15511,"Morrison Lake",42.861,-85.2115,246,"North America",3,3,3,3,3,7,7
15580,"Van Wyck",44.51785,-116.152,2255,"North America",3,3,6,3,3,4,4
15586,"McCall Fen",44.9253,-116.048,1615,"North America",3,4,4,3,3,4,4
15612,"Hachihama",34.55226,133.9505,6,"Asia",3,6,6,2,2,2,2
15624,"Hosoike Moor",35.35,134.1333,970,"Asia",3,6,6,1,2,2,2
15627,"Portage Lake",60.7165,-150.533,78,"North America",4,6,6,4,4,8,8
15630,"Belec Lake Bog",51.6175,-82.293,64,"North America",4,3,3,3,3,4,4
15635,"Oldman Bog",51.0289,-84.488,103,"North America",4,3,3,3,3,4,4
15641,"Big Sandy Creek",32.55492,-95.1632,80,"North America",3,2,5,2,2,2,2
15649,"Ikenokochi Moor",35.65393,136.1308,300,"Asia",3,6,6,2,7,2,2
15660,"Buck Lake",46.52,-86.35,278,"North America",3,3,3,3,3,4,4
15667,"Buckbean Bog",49.11905,-119.683,1803,"North America",4,4,6,3,3,8,4
15678,"Ohnuma Moor",35.40833,134.5667,610,"Asia",3,6,6,1,2,2,2
15680,"Bunker Lake",39.05359,-120.386,1995,"North America",3,6,6,6,6,6,6
15682,"Canyon Lake",46.8335,-87.9213,258,"North America",3,3,3,3,3,4,4
15696,"Catahoula Lake (core CLR3)",31.50844,-92.1315,12,"North America",2,2,5,2,2,2,2
15700,"Clearwater Bog",54.0236,-101.259,266,"North America",4,3,3,3,3,6,4
15713,"Crater Lake",49.19225,-120.096,2101,"North America",4,4,6,3,3,8,4
15715,"Dead Horse Lake",42.558,-120.775,2251,"North America",4,3,3,6,6,6,4
15724,"Dune Lake",64.421,-149.898,134,"North America",4,8,8,4,4,8,8
15730,"Fire Lake",52.33199,-67.3571,600,"North America",4,4,4,3,3,8,6
15732,"Goose Bay Marsh",44.35114,-75.8704,75,"North America",2,3,3,3,3,4,7
15734,"Grassy Lake",39.70086,-120.665,1921,"North America",3,6,6,6,6,6,6
15738,"Harris Lake",49.66656,-109.904,1230,"North America",4,4,3,3,3,6,4
15740,"Hemlock Lake",46.3073,-91.1983,412,"North America",3,3,3,3,3,4,4
15746,"Lake Jake",63.66675,-65.1513,264,"North America",4,4,4,3,4,8,8
15750,"Lake Shelby",30.26007,-87.6649,0,"North America",2,6,6,2,2,2,2
15762,"Lily Lake",41.97693,-120.21,2047,"North America",3,3,3,6,6,6,4
15764,"Lily Pond",42.41788,-72.3469,303,"North America",3,3,3,2,2,4,6
15766,"Lilypad Lake",36.98229,-118.994,1982,"North America",3,6,6,6,6,6,6
15768,"Lost Lake",45.82409,-123.579,452,"North America",3,3,3,3,3,4,4
15776,"McMurray Lake",39.4604,-120.649,1778,"North America",3,6,6,6,6,6,6
15778,"Mono Lake",38.00795,-119.026,1945,"North America",3,6,6,6,6,6,6
15781,"Moraine Bog",51.33,-124.9,891,"North America",4,4,4,4,4,8,4
15783,"Moraine Lake",71.86,-124.47,30,"North America",8,8,8,8,8,8,8
15789,"Caribou Lake (MS-74-15)",73.5139,-120.277,120,"North America",8,8,8,8,8,8,8
15793,"Roulston Lake (MS-78-15)",46.89451,-67.4,151,"North America",3,3,3,3,6,4,6
15811,"Nutella Lake",63.052,-147.392,931,"North America",4,8,8,4,4,8,8
15814,"Swampbuggy Lake",63.05455,-147.421,813,"North America",4,8,8,4,4,8,8
15819,"Porcupine Mountain",52.50635,-101.63,640,"North America",3,3,3,3,3,6,4
15825,"Pascagoula Marsh",30.391,-88.5855,0,"North America",3,2,6,2,2,2,2
15829,"Robinson Lake",63.39759,-64.2612,170,"North America",4,4,4,3,3,8,8
15831,"Sandy Run Creek",32.572,-83.0795,80,"North America",2,2,5,2,2,2,2
15864,"Swan Lake",28.05,-97.17,0,"North America",2,5,5,1,1,2,2
15866,"Tannersville Bog",41.03888,-75.2638,277,"North America",3,3,3,3,3,4,7
15872,"Top Lake",54.47601,-130.945,33,"North America",4,4,6,4,4,8,8
15876,"Tulare Lake",36.052,-119.78,55,"North America",6,6,6,6,6,6,6
15878,"Tumalo Lake",44.02195,-121.543,1543,"North America",4,3,3,6,6,6,4
15882,"Warner Lake",46.11935,-92.0399,304,"North America",3,3,3,3,3,4,4
15902,"Woods Lake",51.00437,-127.269,2,"North America",4,3,3,4,4,4,4
15904,"Divers Lake",43.04099,-78.3992,239,"North America",3,3,3,3,3,4,7
15919,"Crooked Lake",46.24525,-89.2941,519,"North America",3,3,3,3,3,4,4
15922,"Jay Lake",46.23435,-89.2816,544,"North America",3,3,3,3,3,4,4
15925,"Lake O' Pines",46.14044,-89.2553,514,"North America",3,3,3,3,3,4,4
15929,"Hiscock Site",43,-78,189,"North America",3,3,3,3,3,4,7
15931,"Green Pond",42.56705,-72.5108,80,"North America",3,3,3,2,2,4,6
15933,"Lily Warwick",42.68839,-72.3372,269,"North America",3,3,3,2,2,4,6
15935,"Little Mirror Lake",42.52444,-71.6085,73,"North America",3,3,3,2,2,4,6
15942,"Otter Pond",42.65485,-72.5332,107,"North America",3,3,3,2,2,4,6
15944,"Silver Lake",42.60078,-72.2285,161,"North America",3,3,3,2,2,4,6
15947,"Larix laricina Site 4",57.71917,-75.8135,170,"North America",4,4,4,4,4,8,6
15950,"Larix laricina Site 5",57.71917,-75.8135,170,"North America",4,4,4,4,4,8,6
15952,"Larix laricina Site 10",57.85413,-72.7776,280,"North America",4,4,4,4,3,8,8
15955,"Laguna Chorreras",-2.77028,-79.16,3771,"South America",1,1,1,1,1,1,1
15967,"Stoneman Lake",34.77887,-111.518,2047,"North America",3,6,6,6,6,6,6
15970,"Farewell Lake",62.55915,-153.649,320,"North America",4,6,6,4,4,8,8
15976,"Grandfather Lake",59.79623,-158.54,142,"North America",4,6,6,4,4,8,8
16009,"Pigeon Marsh",34.66359,-85.4013,660,"North America",3,6,6,2,2,6,7
16016,"Secret Valley Marsh",40.572,-120.265,1359,"North America",6,6,6,6,6,6,6
16054,"Little Willow Lake",40.4115,-121.39,1829,"North America",3,6,6,6,6,6,6
16061,"Cedar Lake",41.20728,-122.497,1737,"North America",3,3,3,6,6,4,6
16063,"Elkhorn Slough",36.82535,-121.764,0,"North America",2,6,6,6,6,6,6
16065,"CA-HUM-558 (Pilot Ridge)",40.6617,-123.669,1250,"North America",2,3,3,6,6,6,4
16073,"Tule Lake",39.48963,-123.035,1340,"North America",3,3,3,6,6,6,4
16081,"Chance Harbour Lake",45.67022,-62.611,5,"North America",3,3,3,3,6,4,6
16083,"Lost Moose Core 128",57.56083,-94.2679,110,"North America",4,4,4,4,4,8,4
16086,"Island Lake",47.83026,-66.1823,264,"North America",3,3,3,3,6,4,6
16103,"Pye Lake",44.97593,-62.0906,9,"North America",3,3,3,3,6,4,6
16105,"Silcox Core 52",57.20542,-94.185,135,"North America",4,4,4,4,4,8,4
16107,"Thibaudeau",57.08708,-94.1694,125,"North America",4,4,4,4,4,8,4
16109,"Patricia Bay Lake",70.46194,-68.5028,11,"North America",8,4,4,8,8,8,8
16115,"Los Penasquitos Lagoon",32.93112,-117.253,0,"North America",6,6,6,5,7,6,6
16124,"Crawford Lake",43.46828,-79.9487,278,"North America",3,3,3,3,3,4,7
16129,"Lima Bog",42.78895,-88.8432,302,"North America",3,3,3,3,3,7,6
16131,"Mission Cross Bog",41.7847,-115.484,2424,"North America",6,3,6,3,3,4,4
16133,"Ruby Marsh",41.13395,-115.505,1818,"North America",3,3,6,3,3,4,4
16175,"Binnewater Pond",41.40935,-74.5513,256,"North America",3,3,3,2,2,4,7
16179,"Otisville",41.47025,-74.5244,230,"North America",3,3,3,2,2,4,7
16181,"Pawelski Farm",41.33395,-74.4307,122,"North America",3,3,3,2,2,4,7
16184,"Benicia State Park",38.07347,-122.193,0,"North America",6,3,3,6,6,6,4
16186,"China Camp",38.0075,-122.493,0,"North America",6,3,3,6,6,6,4
16189,"Rice Lake",44.19909,-78.1423,186,"North America",3,3,3,3,3,4,7
16193,"Rice Lake",44.19909,-78.1423,186,"North America",3,3,3,3,3,4,7
16197,"Mountain Lake",37.78826,-122.471,37,"North America",3,3,3,6,6,6,4
16199,"Croaghaun East",54.19835,-9.45082,217,"Europe",4,3,3,3,7,6,6
16205,"Lough Doo",54.05003,-9.09887,21,"Europe",3,3,3,3,7,6,6
16207,"Glaisín na Marbh",52.00779,-9.56871,340,"Europe",3,3,3,3,7,6,6
16209,"Ringarooma River",-41.2716,147.7041,885,"Indopacific",3,3,3,2,2,6,3
16212,"Laguna Negra",41.9991,-2.84734,1760,"Europe",3,3,6,6,6,3,3
16214,"Laguna Mesagosa",41.96505,-2.81179,1600,"Europe",3,3,6,6,6,3,3
16217,"Lough Moynagh",53.82038,-6.7672,30,"Europe",3,3,3,3,7,6,6
16231,"Perch Lake",46.03,-77.37,160,"North America",3,3,3,3,3,4,4
16236,"Red Green Lake",68.65421,-149.681,668,"North America",4,8,8,4,8,8,8
16238,"Tukuto Lake",68.4988,-157.03,505,"North America",4,8,8,4,4,8,8
16241,"Upper Capsule Lake",68.63144,-149.417,805,"North America",4,8,8,4,8,8,8
16251,"Horseshoe Lake",38.7018,-90.095,27,"North America",3,2,2,2,2,7,7
16254,"Horseshoe Lake",38.7018,-90.095,27,"North America",3,2,2,2,2,7,7
16264,"Dugas Bay Bog",46.3017,-79.3826,202,"North America",3,3,3,3,3,4,4
16269,"Mark Pond",51.83986,-89.6154,348,"North America",3,3,3,3,3,4,6
16271,"Preston Lake",43.9869,-79.3794,320,"North America",3,3,3,3,3,4,7
16275,"Round Pond",52.53166,-91.3724,358,"North America",3,3,3,3,3,6,4
16278,"Webbs Lake",44.16707,-78.1025,234,"North America",3,3,3,3,3,4,7
17285,"Little Salt Spring",27.075,-82.2333,6,"North America",2,2,5,1,7,2,2
17292,"Cycloid Lake",55.25,-105.27,369,"North America",4,3,3,3,3,6,4
17296,"Lake Cleveland",42.32129,-113.65,2519,"North America",3,3,6,6,6,6,4
17304,"Capitola Lake",45.51958,-89.5551,460,"North America",3,3,3,3,3,4,4
17320,"Idavain Lake",58.77229,-155.945,223,"North America",4,6,6,4,4,8,8
17324,"Imnavait Creek",68.66619,-149.359,875,"North America",4,8,8,4,8,8,8
17326,"Oil Lake",70.29222,-151.167,745,"North America",8,8,8,4,8,8,8
17328,"Sands of Time Lake",66.02934,-147.553,242,"North America",4,8,8,4,8,8,8
17334,"Glendalough Valley",53.00735,-6.34804,130,"Europe",3,3,3,3,7,6,6
